food_item_id,food_item_name,water_g,energy_kcal,protein_g,lipid_g,carbs_g,fiber_td_g,sugar_g,calcium_mg,iron_mg,cholestrl_mg,gmwt_1,gmwt_desc1,gmwt_2,gmwt_desc2,is_active
1571,"SOUP,CHICK VEG,CHUNKY,RED FAT,RED NA,RTS,SINGLE BRAND",89.5,40,2.7,0.5,6.3,,,,,4,240,1 serving,454,"1 package,  yields",1
1572,"SOUP,VEG BF,MICROWAVABLE,RTS,SINGLE BRAND",88.6,44,6.2,0.7,3.3,1.5,,,,3,292,1 serving,292,"1 package,  yields",1
1573,"SOUP,PROGRESSO,BF BARLEY,TRADITIONAL,READY TO SERVE",88.7,47,2.71,1,6.69,0.9,1.27,12,0.39,3,210,1 cup,526,1 can,1
1574,"SOUP,BF & VEG,CND,RTS",88.22,48,3.18,1.16,6.16,1.2,1.25,18,0.51,7,250,1 cup,528,1 can,1
1575,"SAUCE,CHS,RTS",70.5,174,6.71,13.29,6.83,0.5,0.42,184,0.21,29,63,.25 cup,,,1
1576,"SAUCE,PASTA,SPAGHETTI/MARINARA,RTS",87.87,50,1.39,1.61,7.43,1.8,4.91,26,0.73,2,132,"1 serving, 1/2 cup",,,1
1577,"PREGO PASTA,TRADITIONAL ITALIAN SAU,RTS",80,54,1.54,1.15,10,2.3,7.69,15,0.55,0,130,"1 serving, 1/2 cup",,,1
1578,"SOUP,CRM OF CHICK,CND,COND,RED NA",85.8,58,1.8,1.3,9.5,0.4,0.39,11,0.2,6,124,.5 cup,,,1
1579,"SOUP,TOMATO,CND,COND,RED NA",82.5,65,1.61,0.56,13.41,1.2,8.11,13,1.11,0,121,"1 serving, 1/2 cup",303,"1 can, 10.7 oz",1
1580,"GRAVY,BROWN INST,DRY",5.51,380,8.53,11.85,59.78,3.2,9.23,116,7.4,12,6.7,1 serving,454,1 package,1
1581,"GRAVY,INST BF,DRY",4.65,369,9.8,9.48,61.1,4.3,23.9,141,6.27,11,6.7,1 serving,454,"1 package,  (16 oz)",1
1582,"GRAVY,INST TURKEY,DRY",5.24,409,11.72,14.66,57.56,3.8,7.6,115,9.57,24,6.7,1 serving,454,"1 package,  (16 oz)",1
1583,"SAUCE,ALFREDO MIX,DRY",2.05,535,15.32,36.35,36.52,2,5.4,467,0.94,56,,,,,1
1584,"SAUCE,PEPPERS,HOT,CHILI,MATURE RED,CND",94.1,21,0.9,0.6,3.9,0.7,2.55,9,0.5,0,15,1 tbsp,245,1 cup,1
1585,"SAUCE,CHILI,PEPPERS,HOT,IMMAT GRN,CND",93.9,20,0.7,0.1,5,1.9,2.55,5,0.4,0,15,1 tbsp,245,1 cup,1
1586,FISH BROTH,96,16,2,0.6,0.4,0,0.09,30,0.21,0,244,1 cup,30.5,1 fl oz,1
1587,"SOUP,TOMATO,LO NA,W/H2O",91.38,30,0.79,0.28,6.57,0.6,3.97,8,0.54,0,248,"1 serving, 1 cup",31,1 fl oz,1
1588,"SOUP,PEA,LO NA,PREP W/ EQ VOLUME H2O",84.55,62,3.2,1.09,9.88,1.9,3.19,12,0.73,0,259,1 cup,32.4,1 fl oz,1
1589,"SOUP,CHICK NOODLE,LO NA,CND,PREP W/ EQ VOLUME H2O",93.82,25,1.27,0.95,2.95,0.2,0.27,6,0.66,5,248,"1 serving, 1 cup",31,1 fl oz,1
1590,"SOUP,VEG SOUP,COND,LO NA,PREP W/ EQ VOLUME H2O",91.35,33,1.1,0.45,6.06,1.1,2.15,12,0.33,0,253,1 cup,,,1
1591,"SOUP,CRM OF MUSHROOM,LO NA,RTS,CND",90.3,53,1,3.7,4.53,0.2,1.72,19,0.21,1,244,1 cup,305,"1 can,  (10.75 oz)",1
1592,"POTATO SOUP,INST,DRY MIX",5.8,343,9.2,3.1,76.14,7.6,10,172,2.38,12,39,"1 serving, 1/3 cup",,,1
1593,"SOUP,CHICK BROTH,LO NA,CND",96,16,2,0.6,1.2,0,0.13,4,0.21,0,240,1 cup,,,1
1594,"SAUCE,WORCESTERSHIRE",78.54,78,0,0,19.46,0,10.03,107,5.3,0,17,1 tbsp,275,1 cup,1
1595,"SAUCE,TOMATO CHILI SAU,BTLD,W/SALT",68,92,2.5,0.3,19.79,2.4,13.33,20,0.8,0,6,1 packet,273,1 cup,1
1596,"SOUP,VEG CHICK,CND,PREP W/ H2O,LO NA",83.4,69,5.1,2,8.76,0.4,1.42,11,0.61,7,241,1 cup,,,1
1597,"SAUCE,PASTA,SPAGHETTI/MARINARA,RTS,LO NA",87.39,51,1.41,1.48,8.06,1.8,5.5,27,0.78,2,128,"1 serving, 1/2 cup",257,1 cup,1
1598,"GRAVY,MEAT OR POULTRY,LO NA,PREP",87.5,53,3.8,2.4,6.16,0.3,0.01,6,0.7,3,236,1 cup,,,1
1599,"SOUP,BF & MUSHROOM,LO NA,CHUNK STYLE",83.3,69,4.3,2.3,9.58,0.2,0.84,13,0.97,6,251,1 cup,,,1
1600,"SOUP,BF STROGANOFF,CND,CHUNKY STYLE,RTS",79.9,98,5.1,4.6,9,0.6,1.68,20,0.88,21,240,1 cup,,,1
1601,"SOUP,BOUILLON CUBES&GRANULES,LO NA,DRY",2.3,438,16.7,13.89,64.88,0.2,14.47,187,1.03,13,2.6,1 tsp,3.6,1 cube,1
1602,"SOUP,RAMEN NOODLE,BF FLAVOR,DRY",6.56,441,10.06,17.73,60.34,3,1.99,21,3.93,,82,"1 package,  without flavor packet",5.6,1 packet,1
1603,"SOUP,RAMEN NOODLE,CHICK FLAVOR,DRY",6.5,439,10.22,17.52,60.23,2.9,1.96,22,4.21,,81,"1 package,  without flavor packet",6,1 packet,1
1604,"SOUP,SWANSON CHICK BROTH 99% FAT FREE",98.1,4,0.54,0.17,0.14,0,0.15,4,0.14,0,227,"1 serving, 1 cup 8 oz",,,1
1605,"GRAVY,HEINZ HOME STYLE,SAVORY BF",89.97,39,1.09,1.13,6.24,0.7,0.52,6,0.13,2,57,"1 serving, 1/4 cup 2 oz",,,1
1606,"CAMPBELL'S HEALTHY REQUEST,CHICK NOODLE SOUP,COND",88.19,47,2.4,1.3,6.51,1,0.89,12,0.69,10,126,".5 cup, condensed",,,1
1607,"HEALTHY REQUEST,CRM OF CELERY,COND",86.5,56,0.81,1.61,9.68,0.8,1.61,81,0,4,124,"1 serving, 1/2 cup",,,1
1608,"CAMPBELL'S HEALTHY REQUEST,CRM OF MUSHROOM SOUP,COND",86.09,55,1.29,1.7,8.6,1,1.79,71,0.3,0,124,".5 cup, condensed",,,1
1609,"CAMPBELL'S HEALTHY REQUEST,HOMESTYLE CHICK NOODLE SOUP,COND",87.09,51,2.7,1,7.8,0.6,0.6,13,0.4,7,126,".5 cup, condensed",,,1
1610,"HEALTHY REQUEST,MINESTRONE SOUP,COND",83.2,63,2.38,0.4,11.9,2.4,3.17,32,0.86,0,120,"1 serving, 1/2 cup",,,1
1611,"HEALTHY REQUEST,TOMATO SOUP,COND",81.8,73,1.61,1.21,13.71,0.8,8.06,0,0,0,124,"1 serving, 1/2 cup",,,1
1612,"HEALTHY REQUEST,VEG SOUP,COND",79.1,79,3.17,0.79,15.87,2.4,3.97,16,0.57,0,126,"1 serving, 1/2 cup",,,1
1613,"PREGO PASTA,CHUNKY GARDEN COMB ITALIAN SAU,RTS",84.8,54,1.54,1.15,10,2.3,7.69,15,0.55,0,130,"1 serving, 1/2 cup",,,1
1614,"PREGO PASTA,CHNKY GRDN TMTO,ON & GRLIC ITAL SAU,RTS",80.9,72,1.6,2.4,10.4,2.4,8,16,0.58,0,130,"1 serving, 1/2 cup",,,1
1615,"GRAVY,CAMPBELL'S,AU JUS",97.8,8,1.69,0,0,,,,,0,59,.25 cup,,,1
1616,"GRAVY,CAMPBELL'S,BF",90.2,42,1.69,1.69,5.08,0,1.69,0,0,8,59,.25 cup,,,1
1617,"GRAVY,CAMPBELL'S,BROWN W/ ONIONS",88.2,42,0,1.69,6.78,0,3.39,,,0,59,.25 cup,,,1
1618,"GRAVY,CAMPBELL'S,CHICK",89.39,51,0.79,2.73,5.87,,0.94,12,0.12,6,56,.25 cup,226,1 cup,1
1619,"BARBECUE LOAF,PORK,BEEF",64.82,173,15.84,8.9,6.4,0,,55,1.16,37,28.35,1 oz,23,"1 slice,  (5-7/8"" x 3-1/2"" x 1/16"")",1
1620,"BEERWURST,BEER SALAMI,PORK & BF",56.71,277,14,22.53,3.76,0.9,0,27,1.73,62,56,2 oz,,,1
1621,"BEERWURST,BEER SALAMI,PORK",61.46,238,14.24,18.8,2.06,0,,8,0.76,59,23,"1 slice,  (4"" dia x 1/8"" thick)",6,"1 slice,  (2-3/4"" dia x 1/16"")",1
1622,SAUSAGE  BERLINER  PORK  BF,60.97,230,15.27,17.2,2.59,0,2.35,12,1.15,46,23,1 slice,28.35,1 oz,1
1623,BLOOD SAUSAGE,47.3,379,14.6,34.5,1.29,0,1.29,6,6.4,120,100,4 slices,,,1
1624,BOCKWURST  PORK  VEAL  RAW,54.47,301,14.03,25.87,2.95,1,1.33,41,1.15,93,91,1 sausage,,,1
1625,"BOLOGNA,BF",55.31,299,10.91,26.13,4.29,0,2.05,21,1.29,57,30,1 slice,28,1 serving,1
1626,"BOLOGNA,BF & PORK",51.87,308,15.2,24.59,5.49,0,4.42,85,1.21,60,100,3.527 oz,,,1
1627,"BOLOGNA,PORK",60.6,247,15.3,19.87,0.73,0,0,11,0.77,59,28,"1 slice,  medium (4-1/2"" dia x 1/8"" thick) (1 oz)",23,"1 slice,  (4"" dia x 1/8"" thick)",1
1628,BOLOGNA  TURKEY,64.55,209,11.42,16.05,4.68,0.5,2.9,123,3,75,28,".99 oz,  1 serving",28,1 serving,1
1629,"BRATWURST,PORK,CKD",51.45,333,13.72,29.18,2.85,0,0,28,0.53,74,85,"1 link, cooked",,,1
1630,"BRAUNSCHWEIGER (A LIVER SAUSAGE),PORK",50.6,327,14.5,28.5,3.1,0,0,9,11.2,180,28.35,1 oz,18,"1 slice,  (2-1/2"" dia x 1/4"" thick)",1
1631,"BROTWURST,PORK,BF,LINK",51.3,323,14.3,27.8,2.98,0,2.98,48,1.03,63,70,1 link,,,1
1632,"CHEESEFURTER,CHS SMOKIE,PORK,BF",52.5,328,14.1,29,1.51,0,1.51,58,1.08,68,100,2.33 links,,,1
1633,CHICKEN SPRD,57.41,158,18.01,17.56,4.05,0.3,0.47,16,0.87,56,56,"1 serving,  (1 serving)",,,1
1634,"CHORIZO,PORK AND BEEF",31.85,455,24.1,38.27,1.86,0,0,8,1.59,88,28.35,1 oz,60,"1 link,  (4"" long)",1
1635,"CORNED BEEF LOAF,JELLIED",69.1,153,22.9,6.1,0,0,,11,2.04,47,28,"1 slice,  (1 oz) (4"" x 4"" x 3/32"" thick)",57,2 slices,1
1636,"DUTCH BRAND LOAF,CHICK,PORK & BF",58.1,273,12,22.91,3.93,0.3,0.9,7,0.16,60,38,1 slice,,,1
1637,"FRANKFURTER,BF,UNHTD",54.47,315,11.69,28.1,2.97,0,1.17,14,1.12,58,49,1 hot dog,446,1 package,1
1638,"FRANKFURTER,CHICKEN",62.5,223,15.51,16.19,2.74,0,2.98,74,1.17,96,85,3 oz,45,1 link,1
1639,"FRANKFURTER,TURKEY",62.99,223,12.23,17.29,3.81,0,1.21,148,1.47,77,28.35,1 oz,45,1 frankfurter,1
1640,"HAM,CHOPPED,CANNED",60.77,239,16.06,18.83,0.26,0,0,7,0.95,49,28.35,1 oz,21,"1 slice,  (4-1/4"" x 4-1/4"" x 1/16"")",1
1641,"HAM,CHOPPED,NOT CANNED",65.3,180,16.5,10.3,4.2,0,0,7,0.83,59,28,"1 slice,  (1 oz) (4"" x 4"" x 3/32"" thick)",21,"1 slice,  (4-1/4"" x 4-1/4"" x 1/16"")",1
1642,"HAM,SLICED,PRE-PACKAGED,DELI MEAT (96%FAT FREE,H2O ADDED)",74.84,107,16.85,4.04,0.7,0,0,5,0.59,41,13,1 slice,,,1
1643,"HAM,SLICED,REG (APPROX 11% FAT)",67.27,163,16.6,8.6,3.83,1.3,0,24,1.02,57,56,"56 grams,  1 serving",28,1 slice,1
1644,"HAM,MINCED",57.35,263,16.28,20.68,1.84,0,0,10,0.79,70,28.35,1 oz,21,"1 slice,  (4-1/4"" x 4-1/4"" x 1/16"")",1
1645,HAM SALAD SPREAD,62.6,216,8.68,15.53,10.64,0,0,8,0.59,37,15,1 tbsp,28.35,1 oz,1
1646,HAM&CHS LOAF OR ROLL,60.3,241,13.6,18.7,4,0,0,58,0.91,58,28,"1 slice,  (1 oz) (4"" x 4"" x 3/32"" thick)",57,2 slices,1
1647,HAM AND CHEESE SPREAD,59.13,245,16.18,18.53,2.28,0,,217,0.76,61,15,1 tbsp,28.35,1 oz,1
1648,"HEADCHEESE,PORK",73.84,157,13.83,10.9,0,0,0,16,1.5,69,28,"1 slice,  (1 oz) (4"" x 4"" x 3/32"" thick)",45,45 g,1
1649,"SAUSAGE,ITALIAN,PORK,RAW",51.08,346,14.25,31.33,0.65,0,,18,1.18,76,113,"1 link,  4/lb",91,"1 link,  5/lb",1
1650,KNACKWURST  KNOCKWURST  PORK  BF,55.3,307,11.1,27.7,3.2,0,0,11,0.66,60,72,1 link,28.35,1 oz,1
1651,LEBANON BOLOGNA  BF,65.77,172,19.03,10.44,0.44,0,0,20,2.15,55,57,"1 serving,  2 slices",28.35,1 oz,1
1652,"LIVER CHEESE,PORK",53.6,304,15.2,25.6,2.1,0,,8,10.83,174,28.35,1 oz,38,1 slice,1
1653,"LIVER SAUSAGE,LIVERWURST,PORK",52.1,326,14.1,28.5,2.2,0,,26,6.4,158,18,"1 slice,  (2-1/2"" dia x 1/4"" thick)",28.35,1 oz,1
1654,"ROAST BF,DELI STYLE,PREPACKAGED,SLICED",73.72,115,18.62,3.69,0.64,0,0.29,5,2.05,51,9.3,"1 slice, oval",13.8,"1 slice, rectangle",1
1655,"USDA CMDTY,LUNCHEON MEAT,CND",65.87,189,17.5,12.77,1.04,0,0,5,0.97,78,45,1 serving,830,1 can,1
1656,"LUNCHEON MEAT,PORK,CANNED",51.5,334,12.5,30.3,2.1,0,0,6,0.72,62,28.35,1 oz,21,"1 slice,  (4-1/4"" x 4-1/4"" x 1/16"")",1
1657,"TURKEY BREAST,LO SALT,PREPACKAGED OR DELI,LUNCHEON MEAT",71.1,109,21.81,0.83,3.51,0.5,3.51,8,0.63,44,28,1 slice,28,"1 slice, NFS",1
1658,"MORTADELLA,BEEF,PORK",52.3,311,16.37,25.39,3.05,0,0,18,1.4,56,28.35,1 oz,15,"1 slice,  (15 per 8 oz package)",1
1659,"OLIVE LOAF,PORK",58.2,235,11.8,16.5,9.2,0,0,109,0.54,38,28,"1 slice,  (1 oz) (4"" x 4"" x 3/32"" thick)",57,2 slices,1
1660,"PASTRAMI,TURKEY",71.73,139,16.3,6.21,3.34,0.1,3.34,11,4.2,68,57,2 slices,227,"1 package,  (8 oz)",1
1661,"PATE,CHICKEN LIVER,CANNED",65.64,201,13.45,13.1,6.55,0,0,10,9.19,391,13,1 tbsp,28.35,1 oz,1
1662,"PATE,GOOSE LIVER,SMOKED,CND",37.04,462,11.4,43.84,4.67,0,,70,5.5,150,13,1 tbsp,28.35,1 oz,1
1663,"PATE,LIVER,NOT SPECIFIED,CND",53.9,319,14.2,28,1.5,0,,70,5.5,255,13,1 tbsp,28.35,1 oz,1
1664,PEPPERED LOAF  PORK  BF,67.4,149,17.3,6.37,4.53,0,4.61,54,1.07,46,100,3.52 slices,,,1
1665,"PEPPERONI,BF & PORK,SLICED",28.55,504,19.25,46.28,1.18,0,0,19,1.33,97,85,3 oz,2,1 piece,1
1666,"PICKLE&PIMIENTO LOAF,PORK",60.29,225,11.23,15.95,8.46,1.5,8.46,109,1.33,58,38,1 slice,57,2 slices,1
1667,"POLISH SAUSAGE,PORK",53.15,326,14.1,28.72,1.63,0,,12,1.44,70,85,3 oz,227,"1 sausage,  (10"" long x 1-1/4"" dia)",1
1668,"LUXURY LOAF,PORK",68.2,141,18.4,4.8,4.9,0,,36,1.05,36,28,"1 slice,  (1 oz) (4"" x 4"" x 3/32"" thick)",57,2 slices,1
1669,"MOTHER'S LOAF,PORK",54.9,282,12.07,22.3,7.53,0,,43,1.32,45,28.35,1 oz,21,"1 slice,  (4-1/4"" x 4-1/4"" x 1/16"")",1
1670,"PICNIC LOAF,PORK,BEEF",60.2,232,14.92,16.64,4.76,0,,47,1.02,38,28,"1 slice,  (1 oz) (4"" x 4"" x 3/32"" thick)",57,2 slices,1
1671,"PORK SAUSAGE,LINK/PATTY,UNPREP",56.59,288,15.39,24.8,0.93,0,0.93,8,1.02,70,25,1 link,,,1
1672,"PORK SAUSAGE,LINK/PATTY,CKD,PAN-FRIED",49.89,325,18.53,27.25,1.42,0,1.09,9,1.2,86,27,1 patty,23,1 link,1
1673,"PORK&BF SAUSAGE,FRSH,CKD",44.55,396,13.8,36.25,2.7,0,0,10,1.13,71,13,"1 link,  (raw dimensions: 4"" long x 7/8"" dia), cooked",27,"1 patty, cooked (raw dimensions: 3-7/8"" dia x 1/4"" thick)",1
1674,"TURKEY SAUSAGE,RED FAT,BROWN&SERVE,CKD",59.59,204,17,10.3,10.92,0.3,0,31,1.8,58,128,1 cup,,,1
1675,POULTRY SALAD SNDWCH SPRD,66.17,200,11.64,13.52,7.41,0,0,10,0.61,30,13,1 tbsp,28.35,1 oz,1
1676,SALAMI  CKD  BF,60,261,12.6,22.2,1.9,0,1.5,6,2.2,71,26,1 slice,28.35,1 oz,1
1677,"SALAMI,CKD,BF&PORK",45.19,336,21.85,25.9,2.4,0,0.96,15,1.56,89,12.3,"1 slice, round",,,1
1678,"SALAMI,COOKED,TURKEY",68.8,172,19.2,9.21,1.55,0.1,1.12,40,1.25,76,28,1 serving,,,1
1679,"SALAMI,DRY OR HARD,PORK",36.18,407,22.58,33.72,1.6,0,,13,1.3,79,113,"1 package,  (4 oz)",10,"1 slice,  (3-1/8"" dia x 1/16"" thick)",1
1680,"SALAMI,DRY OR HARD,PORK,BF",41.19,378,21.07,31.65,0.72,0,0.26,24,1.36,108,9.8,1 slice,28,1 oz,1
1681,"SANDWICH SPREAD,PORK,BEEF",60.28,235,7.66,17.34,11.94,0.2,0,12,0.79,38,15,1 tbsp,28.35,1 oz,1
1682,"SMOKED LINK SAUSAGE,PORK",56.49,309,11.98,28.23,0.94,0,0.94,11,0.59,61,68,"1 link,  (4"" long x 1-1/8"" dia)",16,"1 link, little (2"" long x 3/4"" dia)",1
1683,"SAUSAGE,SMOKED LINK SAUSAGE,PORK & BF",53.97,320,12,28.73,2.42,0,0,12,0.75,58,85,3 oz,,,1
1684,"SMOKED LINK SAUSAGE,PORK&BF,NONFAT DRY MILK",53.91,313,13.28,27.61,1.92,0,,41,1.47,65,68,"1 link,  (4"" long x 1-1/8"" dia)",16,"1 link, , little (2"" long x 3/4"" dia)",1
1685,"THURINGER,CERVELAT,SMMR SAUSAGE,BF,PORK",45.18,362,17.45,30.43,3.33,0,0.85,9,2.04,74,56,"2 oz,  1 serving",,,1
1686,"TURKEY BREAST,SLICED,PREPACKAGED",75.98,106,14.81,3.77,2.2,0,0.91,14,0.42,49,16,1 slice,,,1
1687,"SAUSAGE,VIENNA,CND,CHICK,BF,PORK",64.9,230,10.5,19.4,2.6,0,0,10,0.88,87,16,"1 sausage,  (7/8"" dia x 2"" long)",113,"7 sausages,  (drained contents from can, net wt 4 oz)",1
1688,"HONEY ROLL SAUSAGE,BEEF",64.78,182,18.58,10.5,2.18,0,,9,2.2,50,23,"1 slice,  (4"" dia x 1/8"" thick)",28.35,1 oz,1
1689,"SAUSAGE,ITALIAN,PORK,CKD",47.13,344,19.12,27.31,4.27,0.1,1.86,21,1.43,57,83,"1 link,  4/lb",67,"1 link,  5/lb",1
1690,"LUNCHEON SAUSAGE,PORK&BF",58.62,260,15.38,20.9,1.58,0,,13,1.43,64,23,"1 slice,  (4"" dia x 1/8"" thick)",28.35,1 oz,1
1691,"NEW ENGLAND BRAND SAUSAGE,PORK,BF",66.77,161,17.27,7.58,4.83,0,,7,0.94,49,23,"1 slice,  (4"" dia x 1/8"" thick)",28.35,1 oz,1
1692,"OSCAR MAYER,BOLOGNA (BEEF)",54.15,316,11.05,29.1,2.45,0,1.4,12,1.36,64,28,"1 serving,  (1 slice)",,,1
1693,"OSCAR MAYER,BRAUNSCHWEIGER LIVER SAUSAGE (SLICED)",50.5,331,14.25,29.35,2.6,0.2,1.2,9,10.51,178,85,3 oz,28,"1 serving,  (1 slice)",1
1694,OSCAR MAYER  CHICKEN BREAST (HONEY GLAZED),70.4,109,19.85,1.5,4.3,0,4.3,10,1.13,53,52,"1 serving,  (4 slices)",,,1
1695,"OSCAR MAYER,HAM (CHOPPED W/ NAT JUICE)",65.25,180,16.3,11.15,3.65,0,2.2,9,1.3,59,28,"1 serving,  (1 slice)",,,1
1696,"OSCAR MAYER,SALAMI (HARD)",38.25,368,25.9,28.7,1.6,0,0.2,12,1.83,97,27,"1 serving,  3 slices",9,1 slice,1
1697,"OSCAR MAYER,SMOKIES SAUSAGE LITTLE CHS (PORK,TURKEY)",53.2,315,13.5,28.2,1.7,0,0.3,67,1.24,67,9,1 link,57,1 serving,1
1698,"OSCAR MAYER,WIENERS (BEEF FRANKS)",53.22,329,11.35,30.26,2.78,0,1.6,10,1.34,56,45,1 serving,,,1
1699,"TURKEY BACON,UNPREP",61.83,226,15.94,16.93,1.89,,,80,1.4,86,14,1 serving,16,"1 slice, 12 oz pkg",1
1700,HORMEL PILLOW PAK SLICED TURKEY PEPPERONI,47.84,243,30.99,11.52,3.78,0,0,26,2.7,123,30,1 serving,,,1
1701,"TURKEY,PORK,&BF SAUSAGE,LOFAT,SMOKED",76.3,101,8,2.5,11.54,0.6,0,10,2.2,21,85,3 oz,453.6,"1 lb,  16 oz",1
1702,"USDA COMMODITY,PORK,SAUSAGE,BULK/LINKS/PATTIES,FRZ,CKD",58.66,267,19.76,20.26,0,0,,9,1.15,98,28.35,1 oz,48,1 link,1
1703,"FRANKFURTER,BF,PORK,& TURKEY,FAT FREE",71.5,109,12.5,1.59,11.21,0,0,54,1.78,41,57,"1 frank,  1 NLEA serving",,,1
1704,"LUNCHEON MEAT,PORK,HAM,&CHICK,MINCD,CND,RED NA,VIT C, (SPAM)",55.5,293,12.5,25.1,3.4,0,0,0,0.64,76,56,"2 oz,  1 NLEA serving",,,1
1705,"USDA COMMODITY,PORK SAUSAGE,BULK/LINKS/PATTIES,FRZ,RAW",64.92,231,14.95,18.56,0,0,,9,0.99,73,28,1 link,,,1
1706,"LUNCHEON MEAT,PORK W/HAM,MINCED,CND,INCL SPAM (HORMEL)",51.7,315,13.4,26.6,4.6,0,0,0,0.64,71,56,"2 oz,  1 NLEA serving",,,1
1707,"LUNCHEON MEAT,PORK&CHICK,MINCED,CND,INCL SPAM LITE",65.72,196,15.23,13.9,1.35,0,1.26,39,1.4,75,56,"2 oz,  (1 serving)",,,1
1708,BRATWURST  VEAL  CKD,53.51,341,13.99,31.7,0,0,0,11,0.74,79,84,"1 serving,  2.96 oz",,,1
1709,LIVERWURST SPRD,53.53,305,12.38,25.45,5.89,2.5,1.65,22,8.85,118,55,.25 cup,,,1
1710,ROAST BF SPRD,61.7,223,15.27,16.28,3.73,0.2,0.71,23,2.06,70,57,"1 serving,  .25 cup",,,1
1711,SALAMI  PORK  BF  LESS NA,33.74,396,15.01,30.5,15.38,0.2,6.21,94,1.55,90,100,3.527 oz,,,1
1712,SAUSAGE  ITALIAN  SWT  LINKS,71.6,149,16.13,8.42,2.1,0,0,25,1.19,30,84,"1 link,  3 oz",,,1
1713,SAUSAGE  POLISH  BF W/ CHICK  HOT,55.2,259,17.6,19.4,3.6,0,0,12,0.88,66,55,"1 serving,  5 pieces",55,5 pieces,1
1714,SAUSAGE  POLISH  PORK & BF  SMOKED,56.58,301,12.07,26.56,1.98,0,0,7,1,71,76,"1 serving,  2.67 oz",,,1
1715,SAUSAGE  PORK & BF  W/ CHEDDAR CHS  SMOKED,56.11,296,12.89,25.84,2.13,0,0.11,57,0.73,63,77,"12 oz, serving 2.7 oz",,,1
1716,SAUSAGE  SMMR  PORK & BF  STKS  W/ CHEDDAR CHS,36.2,426,19.43,37.91,1.82,0.2,0.12,81,2.26,89,28.35,1 oz,,,1
1717,SAUSAGE  TURKEY  BRKFST LINKS  MILD,63.12,235,15.42,18.09,1.56,0,0,32,1.07,160,56,"2 oz, 2 links",,,1
1718,SWISSWURST  PORK & BF  W/ SWISS CHS  SMOKED,55.31,307,12.69,27.37,1.6,0,0,74,0.72,61,77,"1 serving,  2.7 oz",,,1
1719,BACON & BF STKS,21.6,517,29.1,44.2,0.8,0,0.8,14,1.86,102,28,1 oz,,,1
1720,BRATWURST  BF & PORK  SMOKED,56.65,297,12.2,26.34,2,0,0,7,1,78,66,"1 serving,  2.33 oz",,,1
1721,"BRATWURST,CHICK,CKD",70.28,176,19.44,10.35,0,0,0,11,0.87,71,84,"1 serving,  2.96 oz",,,1
1722,BRATWURST  PORK  BF & TURKEY  LITE  SMOKED,65.89,186,14.45,13.53,1.62,0,1.57,14,0.94,56,66,"1 serving,  2.33 oz",,,1
1723,PASTRAMI  BF  98% FAT-FREE,74.3,95,19.6,1.16,1.54,0,0,9,2.78,47,57,"1 serving,  6 slices",,,1
1724,SALAMI  ITALIAN  PORK,34.6,425,21.7,37,1.2,0,1.2,10,1.52,80,28,1 oz,,,1
1725,SAUSAGE  ITALIAN  TURKEY  SMOKED,68.5,158,15.05,8.75,4.65,0.9,3.2,21,9.6,53,56,"1 serving,  2 oz",,,1
1726,SAUSAGE  CHICK  BF  PORK  SKINLESS  SMOKED,60.5,216,13.6,14.3,8.1,0,1.9,100,4.8,120,84,1 link,,,1
1727,SAUSAGE  TURKEY  HOT  SMOKED,68.5,158,15.05,8.75,4.65,0.3,3.2,21,9.6,53,56,2 oz,,,1
1728,"YACHTWURST,W/ PISTACHIO NUTS,CKD",58.2,268,14.8,22.6,1.4,0,0,19,1,64,56,"1 serving,  2 oz",,,1
1729,BEERWURST  PORK & BF,56.71,276,14,22.53,4.27,0.9,0,27,1.73,62,56,"1 serving,  2 oz",,,1
1730,CHICKEN BREAST  FAT-FREE  MESQ FLAVOR  SLICED,76.73,80,16.8,0.39,2.25,0,0.2,4,0.3,36,42,"1 serving,  2 slices",,,1
1731,CHICKEN BREAST  OVEN-ROASTED  FAT-FREE  SLICED,76.71,79,16.79,0.39,2.17,0,0.1,6,0.32,36,42,"1 serving,  2 slices",,,1
1732,"KIELBASA,POLISH,TURKEY & BF,SMOKED",62,226,13.1,17.6,3.9,0,0,,1.24,70,56,"1 serving,  2 oz",,,1
1733,OVEN-ROASTED CHICK BREAST ROLL,72.98,134,14.59,7.65,1.79,0,0.43,6,0.32,39,56,"1 serving,  2 oz",,,1
1734,BOLOGNA  PORK & TURKEY  LITE,64.87,211,13.06,16.06,3.45,0,0,48,1.15,79,56,"1 serving,  2 oz",,,1
1735,BOLOGNA  PORK  TURKEY & BF,45.37,336,11.56,29.25,6.66,0,1.35,31,1.2,75,28.35,1 oz,,,1
1736,HAM  HONEY  SMOKED  CKD,69.94,122,17.93,2.37,7.27,0,0,6,0.39,22,55,"1.94 oz,  (1 serving)",,,1
1737,"FRANKFURTER,PORK",59.85,269,12.81,23.68,0.28,0.1,0,267,3.7,66,76,1 link,,,1
1738,MACARONI & CHS LOAF  CHICK  PORK & BF,57.63,228,11.76,14.96,11.63,0,0,122,1.2,44,38,1 slice,,,1
1739,SALAMI  ITALIAN  PORK & BF  DRY  SLICED  50% LESS NA,40.5,350,21.8,26.4,6.4,0,0,8,1.51,89,28,"1 serving,  5 slices",,,1
